recipe_kind,source_name,source_weight,blend_mode,macro_f1,contact_macro_f1,binary_macro_f1,selection_score
audio_lift_source_blend,total240_tree_meta,0.1,raw_argmax,0.9270423910903325,0.9054246112412834,0.99077894279929,0.9269307123065135
audio_lift_source_blend,highsr_extratrees,0.15,raw_argmax,0.9268860589047669,0.905216168327196,0.99077894279929,0.9267743801209479
audio_lift_source_blend,highsr_extratrees,0.2,segment_lift,0.9268856884737144,0.9052437521895514,0.9906840947841588,0.92677294821951
audio_lift_source_blend,highsr_extratrees,0.25,segment_lift,0.9268856884737144,0.9052437521895514,0.9906840947841588,0.92677294821951
audio_lift_source_blend,highsr_extratrees,0.33,segment_lift,0.9268856884737144,0.9052437521895514,0.9906840947841588,0.92677294821951
audio_lift_source_blend,highsr_extratrees,0.1,segment_lift,0.926822287412872,0.9051311396713358,0.99077894279929,0.9267106086290529
audio_lift_source_blend,highsr_extratrees,0.15,segment_lift,0.926822287412872,0.9051311396713358,0.99077894279929,0.9267106086290529
audio_lift_source_blend,highsr_extratrees,0.25,raw_argmax,0.9267658822910315,0.9050835545556835,0.9906836657478986,0.9266529623161138
audio_lift_source_blend,total240_tree_meta,0.15,raw_argmax,0.9267318466647723,0.905010552007203,0.99077894279929,0.9266201678809532
audio_lift_source_blend,report_gate_proba,0.05,raw_argmax,0.9267160942138255,0.904989548739274,0.99077894279929,0.9266044154300065
audio_lift_source_blend,report_gate_proba,0.15,segment_lift,0.9266012724246198,0.9048364530203329,0.99077894279929,0.9264895936408007
audio_lift_source_blend,report_gate_proba,0.2,segment_lift,0.9266012724246198,0.9048364530203329,0.99077894279929,0.9264895936408007
audio_lift_source_blend,report_gate_proba,0.25,segment_lift,0.9266012724246198,0.9048364530203329,0.99077894279929,0.9264895936408007
audio_lift_source_blend,report_gate_proba,0.33,segment_lift,0.9266012724246198,0.9048364530203329,0.99077894279929,0.9264895936408007
audio_lift_source_blend,total120_grid,0.1,segment_lift,0.9266012724246198,0.9048364530203329,0.99077894279929,0.9264895936408007
audio_lift_source_blend,total120_grid,0.15,segment_lift,0.9266012724246198,0.9048364530203329,0.99077894279929,0.9264895936408007
audio_lift_source_blend,total120_grid,0.2,segment_lift,0.9266012724246198,0.9048364530203329,0.99077894279929,0.9264895936408007
audio_lift_source_blend,total120_grid,0.25,segment_lift,0.9266012724246198,0.9048364530203329,0.99077894279929,0.9264895936408007
audio_lift_source_blend,total240_ensemble,0.1,segment_lift,0.9266012724246198,0.9048364530203329,0.99077894279929,0.9264895936408007
audio_lift_source_blend,total240_ensemble,0.15,segment_lift,0.9266012724246198,0.9048364530203329,0.99077894279929,0.9264895936408007
audio_lift_source_blend,total240_ensemble,0.2,segment_lift,0.9266012724246198,0.9048364530203329,0.99077894279929,0.9264895936408007
audio_lift_source_blend,total240_ensemble,0.25,segment_lift,0.9266012724246198,0.9048364530203329,0.99077894279929,0.9264895936408007
audio_lift_source_blend,total240_grid,0.25,segment_lift,0.9266012724246198,0.9048364530203329,0.99077894279929,0.9264895936408007
audio_lift_source_blend,total240_grid,0.33,segment_lift,0.9266012724246198,0.9048364530203329,0.99077894279929,0.9264895936408007
audio_lift_source_blend,total240_ensemble,0.05,segment_lift,0.9264493239300228,0.9046338550275369,0.99077894279929,0.9263376451462036
audio_lift_source_blend,total240_grid,0.05,segment_lift,0.9264493239300228,0.9046338550275369,0.99077894279929,0.9263376451462036
audio_lift_source_blend,total240_grid,0.1,segment_lift,0.9264493239300228,0.9046338550275369,0.99077894279929,0.9263376451462036
audio_lift_source_blend,total240_grid,0.15,segment_lift,0.9264493239300228,0.9046338550275369,0.99077894279929,0.9263376451462036
audio_lift_source_blend,total240_grid,0.2,segment_lift,0.9264493239300228,0.9046338550275369,0.99077894279929,0.9263376451462036
audio_lift_source_blend,report_gate_onehot,0.05,raw_argmax,0.9264187959431358,0.904593151045021,0.99077894279929,0.9263071171593168
audio_lift_source_blend,report_gate_onehot,0.15,raw_argmax,0.9264120726789502,0.9045841866927735,0.99077894279929,0.9263003938951312
audio_lift_source_blend,report_gate_proba,0.1,raw_argmax,0.9264065751658104,0.9046044783887218,0.9906836657478986,0.9262936551908926
audio_lift_source_blend,mfcc40_grid,0.1,raw_argmax,0.9263552341108463,0.9045084019353018,0.99077894279929,0.9262435553270273
audio_lift_source_blend,total240_stack_lr,0.2,raw_argmax,0.9261879672972488,0.9042853795171717,0.99077894279929,0.9260762885134297
audio_lift_source_blend,highsr_regularized,0.15,raw_argmax,0.9261539418935418,0.9042400123122292,0.99077894279929,0.9260422631097228
audio_lift_source_blend,mfcc40_grid,0.15,raw_argmax,0.9259276894533007,0.9039659641053758,0.9906836657478986,0.925814769478383
audio_lift_source_blend,highsr_regularized,0.05,raw_argmax,0.9258489288595012,0.9038333282668415,0.99077894279929,0.9257372500756821
audio_lift_source_blend,mfcc40_grid,0.05,raw_argmax,0.9257986034978832,0.9037662277846842,0.99077894279929,0.9256869247140641
audio_lift_source_blend,highsr_default,0.05,raw_argmax,0.9256903302635878,0.9036218634722903,0.99077894279929,0.9255786514797687
